ID	Author	Alternative.Name	Origin	Title	Sigla	Universal.Incipit	Manuscript	Foliation	fol1	fol2	Scribe	Date	Date_alt	Note	Translator	Translation.From	Translation.To	Edition1	EditionLink1	Edition2	EditionLink2	Edition3	EditionLink3	Edition4	EditionLink4	Edition5	EditionLink5	Edition6	EditionLink6	Edition7	EditionLink7	Edition8	EditionLink8	Edition9	EditionLink9	Edition10	EditionLink10	Edition11	EditionLink11	Edition12	EditionLink12	Literature	Notes	Manuscript.Catalogue	Manuscript.Catalogue.Link	Manuscript.DigitalCopy	Manuscript.Facsimile	IIIF	IsExported	Manuscript.GPS	GRID	WikiData	GND	Author.Wikidata	Translator.Wikidata
12	Bacon, Roger		ca. 1214/20–1292	 De multiplicatione specierum (De generatione specierum / De radiis)	67/A	Primum (igitur) capitulum circa influentiam agentis habet tres veritates ...	*Paris, Bibliothèque Mazarine, MS 3488	pp. 239-303	239	303		17th cent.						Fratris Rogeri Bacon, Ordinis Minorum, Opus Majus ad Clementum quartum, ed. Samuel Jebb (London, 1733), 358–445.	https://library.si.edu/digital-library/book/fratrisrogeriba00baco	Fratris Rogeri Bacon, Ordinis Minorum, Opus Majus ad Clementum quartum, ed. Samuel Jebb (Venice, 1750)	https://books.google.cz/books/about/Fratris_Rogeri_Bacon_Opus_majus_ad_Cleme.html?id=1cTkEwh893EC&redir_esc=y	The Opus Majus of Roger Bacon, ed. John Henry Bridges (London, 1900), vol. 2, pp. 405-552	https://wellcomecollection.org/works/ey4shp6s	D. C. Lindberg, in Grant, Source Book.	https://books.google.cz/books/about/A_Source_Book_in_Medieval_Science.html?id=fAPN_3w4hAUC&redir_esc=y																	S. Vogl, “Roger Bacons Lehre von der sinnlichen Spezies und vom Sehvorgange”, in A.G. Little (ed.), Roger Bacon Essays, London 1914, 205–227; A. G. Little, “Roger Bacon’s Works”, in A.G. Little (ed.), Roger Bacon Essays, London 1914, 386–388; D.C. Lindberg, “The Cause of Refraction in Medieval Optics”, British Journal for the History of Science 4 (1968–1969), 30–38; D.C. Lindberg, “Lines of Influenceof Therteenth-Century Optics: Bacon, Witelo, and Pecham”, Speculum 46 (1971), 67–72.	The manuscript tradition of De multiplicatione specerum is exceedingly confused, as the multiple incipit indicates. The Magdalene College (Cambridge), Erfurt, and Vienna MSS contain a fragment (incipit 5) that has sometimes been attributed to John Baconthorpe. The various families of manuscripts have been helpfully discussed by Little (ref. above).						FALSE					Q171677	
71	Bacon, Roger		ca. 1214/20–1292	 De multiplicatione specierum (De generatione specierum / De radiis)	67/A	Primum (igitur) capitulum circa influentiam agentis habet tres veritates ...	Brugge, Stadsbibliothek, MS 490	1v-21(20)v	1v	21(20)v		13th cent.						Fratris Rogeri Bacon, Ordinis Minorum, Opus Majus ad Clementum quartum, ed. Samuel Jebb (London, 1733), 358–445.	https://library.si.edu/digital-library/book/fratrisrogeriba00baco	Fratris Rogeri Bacon, Ordinis Minorum, Opus Majus ad Clementum quartum, ed. Samuel Jebb (Venice, 1750)	https://books.google.cz/books/about/Fratris_Rogeri_Bacon_Opus_majus_ad_Cleme.html?id=1cTkEwh893EC&redir_esc=y	The Opus Majus of Roger Bacon, ed. John Henry Bridges (London, 1900), vol. 2, pp. 405-552	https://wellcomecollection.org/works/ey4shp6s	D. C. Lindberg, in Grant, Source Book.	https://books.google.cz/books/about/A_Source_Book_in_Medieval_Science.html?id=fAPN_3w4hAUC&redir_esc=y																	S. Vogl, “Roger Bacons Lehre von der sinnlichen Spezies und vom Sehvorgange”, in A.G. Little (ed.), Roger Bacon Essays, London 1914, 205–227; A. G. Little, “Roger Bacon’s Works”, in A.G. Little (ed.), Roger Bacon Essays, London 1914, 386–388; D.C. Lindberg, “The Cause of Refraction in Medieval Optics”, British Journal for the History of Science 4 (1968–1969), 30–38; D.C. Lindberg, “Lines of Influenceof Therteenth-Century Optics: Bacon, Witelo, and Pecham”, Speculum 46 (1971), 67–72.	The manuscript tradition of De multiplicatione specerum is exceedingly confused, as the multiple incipit indicates. The Magdalene College (Cambridge), Erfurt, and Vienna MSS contain a fragment (incipit 5) that has sometimes been attributed to John Baconthorpe. The various families of manuscripts have been helpfully discussed by Little (ref. above).	A. de Poorter, Catalogue des  manuscrits de la  bibliothèque publique de la ville de Bruges (Catalogue général  des manuscrits des bibliothèques de Belgique 2), Gembloux/Paris 1934.		https://iiif.biblissima.fr/collections/manifest/363bfdd1a96cbdfaa652c0431f659eb96250adaf	https://sharedcanvas.be/IIIF/viewer/mirador/B_OB_MS490	https://sharedcanvas.be/IIIF/manifests/B_OB_MS490	TRUE	51.2097919, 3.2229133	none	none	none	Q171677	
88	Bacon, Roger		ca. 1214/20–1292	 De multiplicatione specierum (De generatione specierum / De radiis)	67/A	Primum (igitur) capitulum circa influentiam agentis habet tres veritates ...	Cambridge, Magdalene College Library, MS Pepsyan 1207	61v-74r	61v	74r		15th cent.		Fragment				Fratris Rogeri Bacon, Ordinis Minorum, Opus Majus ad Clementum quartum, ed. Samuel Jebb (London, 1733), 358–445.	https://library.si.edu/digital-library/book/fratrisrogeriba00baco	Fratris Rogeri Bacon, Ordinis Minorum, Opus Majus ad Clementum quartum, ed. Samuel Jebb (Venice, 1750)	https://books.google.cz/books/about/Fratris_Rogeri_Bacon_Opus_majus_ad_Cleme.html?id=1cTkEwh893EC&redir_esc=y	The Opus Majus of Roger Bacon, ed. John Henry Bridges (London, 1900), vol. 2, pp. 405-552	https://wellcomecollection.org/works/ey4shp6s	D. C. Lindberg, in Grant, Source Book.	https://books.google.cz/books/about/A_Source_Book_in_Medieval_Science.html?id=fAPN_3w4hAUC&redir_esc=y																	S. Vogl, “Roger Bacons Lehre von der sinnlichen Spezies und vom Sehvorgange”, in A.G. Little (ed.), Roger Bacon Essays, London 1914, 205–227; A. G. Little, “Roger Bacon’s Works”, in A.G. Little (ed.), Roger Bacon Essays, London 1914, 386–388; D.C. Lindberg, “The Cause of Refraction in Medieval Optics”, British Journal for the History of Science 4 (1968–1969), 30–38; D.C. Lindberg, “Lines of Influenceof Therteenth-Century Optics: Bacon, Witelo, and Pecham”, Speculum 46 (1971), 67–72.	The manuscript tradition of De multiplicatione specerum is exceedingly confused, as the multiple incipit indicates. The Magdalene College (Cambridge), Erfurt, and Vienna MSS contain a fragment (incipit 5) that has sometimes been attributed to John Baconthorpe. The various families of manuscripts have been helpfully discussed by Little (ref. above).	M. R. James, A Descriptive Catalogue of the Library of Samuel Pepys III (1923) 7–8.		https://ptolemaeus.badw.de/jordanus/ms/5943			TRUE		grid.5335.0	Q35794	7877-3	Q171677	
89	Bacon, Roger		ca. 1214/20–1292	Perspectiva (Opus majus, Part V).	67/D	Tractatus perspective habens tres partes ...	Cambridge, Magdalene College Library, MS Pepsyan 1207	1r-61r	1r	61r		15th cent.						Rogerii Bacconis Perspectiva, Ed. Combach (Frankfurt, 1614), 1–167.	https://archive.org/details/bub_gb_etV-nr4cJdEC	Opus maius ed. Jebb (London, 1783), pp. 256-357	https://library.si.edu/digital-library/book/fratrisrogeriba00baco	Opus maius (Venice, 1750)	https://books.google.cz/books/about/Fratris_Rogeri_Bacon_Opus_majus_ad_Cleme.html?id=1cTkEwh893EC&redir_esc=y	The Opus Majus of Roger Bacon, ed. John Henry Bridges (London, 1900), vol. 2, pp. 1-166	https://wellcomecollection.org/works/ey4shp6s	reprint of Part I of Bridges’ text (Turin, 1967)		R. B. Burke, The Opus Majus of Roger Bacon, Philadelphia 1928, 419–582.		D. C. Lindberg in Grant, Source Book.	https://books.google.cz/books/about/A_Source_Book_in_Medieval_Science.html?id=fAPN_3w4hAUC&redir_esc=y											E. Wiedemann, “Roger Bacon und seine Verdienste um die Opuk”, in A. G. Little (ed.), Roger Bacon Essays, London 1914, 185–203; S. Vogl, “Roger Bacons Lehre von der sinnlichen Spezies und vom Sehvorgange”, in A. G. Little (ed.), Roger Bacon Essays, London 1914, 205–27; A. G. Little, “Roger Bacon’s Works”, in A. G. Little (ed.), Roger Bacon Essays, London 1914, 379,382–384; A. C. Crombie, Robert Grosseteste and the Origin of Experimental Science 1100–1700, Oxford 1953, 144–162; D.C. Lindberg, “Alhazen’s Theory of Vision and Its Reception in the West”, Isis 58 (1967), 330–341;  A. C. Crombie, “ The Mechanistic Hypothesis and the Scientific Study of Vision: Some Optical Ideas as a Background to the Invention of the Microscope”, in S. Bradbury - G. L. 'E. Turner (eds.), Historical Aspects of Microscopy, Cambridge 1967, 27–30.		M. R. James, A Descriptive Catalogue of the Library of Samuel Pepys III (1923) 7–8.		https://ptolemaeus.badw.de/jordanus/ms/5943			TRUE		grid.5335.0	Q35794	7877-3	Q171677	
93	Bacon, Roger		ca. 1214/20–1292	 De multiplicatione specierum (De generatione specierum / De radiis)	67/A	Primum (igitur) capitulum circa influentiam agentis habet tres veritates ...	Cambridge, Trinity College Library, MS 0.5.13 (1294)	pp. 557-647	557	647		17th cent.						Fratris Rogeri Bacon, Ordinis Minorum, Opus Majus ad Clementum quartum, ed. Samuel Jebb (London, 1733), 358–445.	https://library.si.edu/digital-library/book/fratrisrogeriba00baco	Fratris Rogeri Bacon, Ordinis Minorum, Opus Majus ad Clementum quartum, ed. Samuel Jebb (Venice, 1750)	https://books.google.cz/books/about/Fratris_Rogeri_Bacon_Opus_majus_ad_Cleme.html?id=1cTkEwh893EC&redir_esc=y	The Opus Majus of Roger Bacon, ed. John Henry Bridges (London, 1900), vol. 2, pp. 405-552	https://wellcomecollection.org/works/ey4shp6s	D. C. Lindberg, in Grant, Source Book.	https://books.google.cz/books/about/A_Source_Book_in_Medieval_Science.html?id=fAPN_3w4hAUC&redir_esc=y																	S. Vogl, “Roger Bacons Lehre von der sinnlichen Spezies und vom Sehvorgange”, in A.G. Little (ed.), Roger Bacon Essays, London 1914, 205–227; A. G. Little, “Roger Bacon’s Works”, in A.G. Little (ed.), Roger Bacon Essays, London 1914, 386–388; D.C. Lindberg, “The Cause of Refraction in Medieval Optics”, British Journal for the History of Science 4 (1968–1969), 30–38; D.C. Lindberg, “Lines of Influenceof Therteenth-Century Optics: Bacon, Witelo, and Pecham”, Speculum 46 (1971), 67–72.	The manuscript tradition of De multiplicatione specerum is exceedingly confused, as the multiple incipit indicates. The Magdalene College (Cambridge), Erfurt, and Vienna MSS contain a fragment (incipit 5) that has sometimes been attributed to John Baconthorpe. The various families of manuscripts have been helpfully discussed by Little (ref. above).	Cat. Mss. Angl. 6083; James, M.R., The Western Manuscripts in the Library of Trinity College, Cambridge III (1902) 316-7 # 1294.		https://ptolemaeus.badw.de/jordanus/ms/6063			TRUE		grid.5335.0	Q35794	7877-3	Q171677	
94	Bacon, Roger		ca. 1214/20–1292	De scientia experimentali (Opus maius, Part VI)	67/B	Positis radicibus sapience latinorum penes linguas ...	Cambridge, Trinity College Library, MS 0.5.13 (1294)	 pp. 647-687	647	687		17th cent.						Opus maius ed. Jebb (London, 1783), pp. 445-77	https://library.si.edu/digital-library/book/fratrisrogeriba00baco	Opus maius (Venice, 1750)	https://books.google.cz/books/about/Fratris_Rogeri_Bacon_Opus_majus_ad_Cleme.html?id=1cTkEwh893EC&redir_esc=y	The Opus Majus of Roger Bacon, ed. John Henry Bridges (London, 1900), vol. 2, pp. 405-578	https://wellcomecollection.org/works/ey4shp6s	R. B. Burke, The Opus Majus of Roger Bacon, Philadelphia 1928, 488–634.																		C. B. Boyer, The Rainbow: From Myth to Mathematics, New York 1959, 99–102; A. C. Crombie, Robert Grosseteste and the Origin of Experimental Science 1100–1700, Oxford 1953, 155–162; D. C. Lindberg, “Roger Bacon’s Theory of the Rainbow: Progress or Regress?”, Isis 57 (1966), 235–248.	This work is devoted principally to thé rainbow and halo. Many of the MSS alleged to contain this treatise in fact contain only a nonoptical fragment or else an excerpt from Bacon’s Opus minus on the prolongation of life (incipit: “Corpora vero Ade et Eve post peccatum ...”).	Cat. Mss. Angl. 6083; James, M.R., The Western Manuscripts in the Library of Trinity College, Cambridge III (1902) 316-7 # 1294.		https://ptolemaeus.badw.de/jordanus/ms/6063			TRUE		grid.5335.0	Q35794	7877-3	Q171677	
96	Bacon, Roger		ca. 1214/20–1292	Perspectiva (Opus majus, Part V).	67/D	Propositis (Prepositis) radicibus sapientie tam divine quam humane ...	Cambridge, Trinity College Library, MS 0.9.6 (1418)	66r-96v	66r	96v		15th cent.						Rogerii Bacconis Perspectiva, Ed. Combach (Frankfurt, 1614), 1–167.	https://archive.org/details/bub_gb_etV-nr4cJdEC	Opus maius ed. Jebb (London, 1783), pp. 256-357	https://library.si.edu/digital-library/book/fratrisrogeriba00baco	Opus maius (Venice, 1750)	https://books.google.cz/books/about/Fratris_Rogeri_Bacon_Opus_majus_ad_Cleme.html?id=1cTkEwh893EC&redir_esc=y	The Opus Majus of Roger Bacon, ed. John Henry Bridges (London, 1900), vol. 2, pp. 1-166	https://wellcomecollection.org/works/ey4shp6s	reprint of Part I of Bridges’ text (Turin, 1967)		R. B. Burke, The Opus Majus of Roger Bacon, Philadelphia 1928, 419–582.		D. C. Lindberg in Grant, Source Book.	https://books.google.cz/books/about/A_Source_Book_in_Medieval_Science.html?id=fAPN_3w4hAUC&redir_esc=y											E. Wiedemann, “Roger Bacon und seine Verdienste um die Opuk”, in A. G. Little (ed.), Roger Bacon Essays, London 1914, 185–203; S. Vogl, “Roger Bacons Lehre von der sinnlichen Spezies und vom Sehvorgange”, in A. G. Little (ed.), Roger Bacon Essays, London 1914, 205–27; A. G. Little, “Roger Bacon’s Works”, in A. G. Little (ed.), Roger Bacon Essays, London 1914, 379,382–384; A. C. Crombie, Robert Grosseteste and the Origin of Experimental Science 1100–1700, Oxford 1953, 144–162; D.C. Lindberg, “Alhazen’s Theory of Vision and Its Reception in the West”, Isis 58 (1967), 330–341;  A. C. Crombie, “ The Mechanistic Hypothesis and the Scientific Study of Vision: Some Optical Ideas as a Background to the Invention of the Microscope”, in S. Bradbury - G. L. 'E. Turner (eds.), Historical Aspects of Microscopy, Cambridge 1967, 27–30.		M. R. James, The Western Manuscripts in the Library of Trinity College, Cambridge III (1902) 444-5 # 1418.		https://ptolemaeus.badw.de/jordanus/ms/6073			TRUE		grid.5335.0	Q35794	7877-3	Q171677	
135	Bacon, Roger		ca. 1214/20–1292	 De multiplicatione specierum (De generatione specierum / De radiis)	67/A	Primum (igitur) capitulum circa influentiam agentis habet tres veritates ...	Douai, Bibliothèque Municipale, MS 691	52’r-60’v, 61r-68v	52’r, 61r	60’v, 61r-68v		17th cent.						Fratris Rogeri Bacon, Ordinis Minorum, Opus Majus ad Clementum quartum, ed. Samuel Jebb (London, 1733), 358–445.	https://library.si.edu/digital-library/book/fratrisrogeriba00baco	Fratris Rogeri Bacon, Ordinis Minorum, Opus Majus ad Clementum quartum, ed. Samuel Jebb (Venice, 1750)	https://books.google.cz/books/about/Fratris_Rogeri_Bacon_Opus_majus_ad_Cleme.html?id=1cTkEwh893EC&redir_esc=y	The Opus Majus of Roger Bacon, ed. John Henry Bridges (London, 1900), vol. 2, pp. 405-552	https://wellcomecollection.org/works/ey4shp6s	D. C. Lindberg, in Grant, Source Book.	https://books.google.cz/books/about/A_Source_Book_in_Medieval_Science.html?id=fAPN_3w4hAUC&redir_esc=y																	S. Vogl, “Roger Bacons Lehre von der sinnlichen Spezies und vom Sehvorgange”, in A.G. Little (ed.), Roger Bacon Essays, London 1914, 205–227; A. G. Little, “Roger Bacon’s Works”, in A.G. Little (ed.), Roger Bacon Essays, London 1914, 386–388; D.C. Lindberg, “The Cause of Refraction in Medieval Optics”, British Journal for the History of Science 4 (1968–1969), 30–38; D.C. Lindberg, “Lines of Influenceof Therteenth-Century Optics: Bacon, Witelo, and Pecham”, Speculum 46 (1971), 67–72.	The manuscript tradition of De multiplicatione specerum is exceedingly confused, as the multiple incipit indicates. The Magdalene College (Cambridge), Erfurt, and Vienna MSS contain a fragment (incipit 5) that has sometimes been attributed to John Baconthorpe. The various families of manuscripts have been helpfully discussed by Little (ref. above).	Catalogue Général des Manuscrits des Bibliothèques publiques des Départements, Tome VI: Douai, Paris 1878, pp. 415-416	https://archive.org/details/catalogue06fran/page/414/mode/2up				TRUE	50.3675678, 3.0804642	none	Q22964540	none	Q171677	
136	Bacon, Roger		ca. 1214/20–1292	De scientia experimentali (Opus maius, Part VI)	67/B	Positis radicibus sapience latinorum penes linguas ...	Douai, Bibliothèque Municipale, MS 691	41’r-51'r	41	51'r		17th cent.						Opus maius ed. Jebb (London, 1783), pp. 445-77	https://library.si.edu/digital-library/book/fratrisrogeriba00baco	Opus maius (Venice, 1750)	https://books.google.cz/books/about/Fratris_Rogeri_Bacon_Opus_majus_ad_Cleme.html?id=1cTkEwh893EC&redir_esc=y	The Opus Majus of Roger Bacon, ed. John Henry Bridges (London, 1900), vol. 2, pp. 405-578	https://wellcomecollection.org/works/ey4shp6s																			C. B. Boyer, The Rainbow: From Myth to Mathematics, New York 1959, 99–102; A. C. Crombie, Robert Grosseteste and the Origin of Experimental Science 1100–1700, Oxford 1953, 155–162; D. C. Lindberg, “Roger Bacon’s Theory of the Rainbow: Progress or Regress?”, Isis 57 (1966), 235–248.	This work is devoted principally to thé rainbow and halo. Many of the MSS alleged to contain this treatise in fact contain only a nonoptical fragment or else an excerpt from Bacon’s Opus minus on the prolongation of life (incipit: “Corpora vero Ade et Eve post peccatum ...”).	Catalogue Général des Manuscrits des Bibliothèques publiques des Départements, Tome VI: Douai, Paris 1878, pp. 415-416	https://archive.org/details/catalogue06fran/page/414/mode/2up				TRUE	50.3675678, 3.0804642	none	Q22964540	none	Q171677	
145	Bacon, Roger		ca. 1214/20–1292	 De multiplicatione specierum (De generatione specierum / De radiis)	67/A	Primum (igitur) capitulum circa influentiam agentis habet tres veritates ...	Dublin, Trinity College Library, MS D.2.2 (381)	154r-190r	154r	190r		16th cent.						Fratris Rogeri Bacon, Ordinis Minorum, Opus Majus ad Clementum quartum, ed. Samuel Jebb (London, 1733), 358–445.	https://library.si.edu/digital-library/book/fratrisrogeriba00baco	Fratris Rogeri Bacon, Ordinis Minorum, Opus Majus ad Clementum quartum, ed. Samuel Jebb (Venice, 1750)	https://books.google.cz/books/about/Fratris_Rogeri_Bacon_Opus_majus_ad_Cleme.html?id=1cTkEwh893EC&redir_esc=y	The Opus Majus of Roger Bacon, ed. John Henry Bridges (London, 1900), vol. 2, pp. 405-552	https://wellcomecollection.org/works/ey4shp6s	D. C. Lindberg, in Grant, Source Book.	https://books.google.cz/books/about/A_Source_Book_in_Medieval_Science.html?id=fAPN_3w4hAUC&redir_esc=y																	S. Vogl, “Roger Bacons Lehre von der sinnlichen Spezies und vom Sehvorgange”, in A.G. Little (ed.), Roger Bacon Essays, London 1914, 205–227; A. G. Little, “Roger Bacon’s Works”, in A.G. Little (ed.), Roger Bacon Essays, London 1914, 386–388; D.C. Lindberg, “The Cause of Refraction in Medieval Optics”, British Journal for the History of Science 4 (1968–1969), 30–38; D.C. Lindberg, “Lines of Influenceof Therteenth-Century Optics: Bacon, Witelo, and Pecham”, Speculum 46 (1971), 67–72.	The manuscript tradition of De multiplicatione specerum is exceedingly confused, as the multiple incipit indicates. The Magdalene College (Cambridge), Erfurt, and Vienna MSS contain a fragment (incipit 5) that has sometimes been attributed to John Baconthorpe. The various families of manuscripts have been helpfully discussed by Little (ref. above).			https://manuscripts.catalogue.tcd.ie/CalmView/Record.aspx?src=CalmView.Catalog&id=IE+TCD+MS+381&pos=5			TRUE	53.3444, -6.2577	grid.8217.c	Q258464	1010756-3 	Q171677	
146	Bacon, Roger		ca. 1214/20–1292	De scientia experimentali (Opus maius, Part VI)	67/B	Positis radicibus sapience latinorum penes linguas ...	Dublin, Trinity College Library, MS D.2.2 (381)	190r-204v	190r	204v		16th cent.						Opus maius ed. Jebb (London, 1783), pp. 445-77	https://library.si.edu/digital-library/book/fratrisrogeriba00baco	Opus maius (Venice, 1750)	https://books.google.cz/books/about/Fratris_Rogeri_Bacon_Opus_majus_ad_Cleme.html?id=1cTkEwh893EC&redir_esc=y	The Opus Majus of Roger Bacon, ed. John Henry Bridges (London, 1900), vol. 2, pp. 405-578	https://wellcomecollection.org/works/ey4shp6s																			C. B. Boyer, The Rainbow: From Myth to Mathematics, New York 1959, 99–102; A. C. Crombie, Robert Grosseteste and the Origin of Experimental Science 1100–1700, Oxford 1953, 155–162; D. C. Lindberg, “Roger Bacon’s Theory of the Rainbow: Progress or Regress?”, Isis 57 (1966), 235–248.	This work is devoted principally to thé rainbow and halo. Many of the MSS alleged to contain this treatise in fact contain only a nonoptical fragment or else an excerpt from Bacon’s Opus minus on the prolongation of life (incipit: “Corpora vero Ade et Eve post peccatum ...”).			https://manuscripts.catalogue.tcd.ie/CalmView/Record.aspx?src=CalmView.Catalog&id=IE+TCD+MS+381&pos=5			TRUE	53.3444, -6.2577	grid.8217.c	Q258464	1010756-3 	Q171677	
147	Bacon, Roger		ca. 1214/20–1292	Perspectiva (Opus majus, Part V).	67/D	Propositis (Prepositis) radicibus sapientie tam divine quam humane ...	Dublin, Trinity College Library, MS D.2.2 (381)	112v-154r	112v	154v		16th cent.						Rogerii Bacconis Perspectiva, Ed. Combach (Frankfurt, 1614), 1–167.	https://archive.org/details/bub_gb_etV-nr4cJdEC	Opus maius ed. Jebb (London, 1783), pp. 256-357	https://library.si.edu/digital-library/book/fratrisrogeriba00baco	Opus maius (Venice, 1750)	https://books.google.cz/books/about/Fratris_Rogeri_Bacon_Opus_majus_ad_Cleme.html?id=1cTkEwh893EC&redir_esc=y	The Opus Majus of Roger Bacon, ed. John Henry Bridges (London, 1900), vol. 2, pp. 1-166	https://wellcomecollection.org/works/ey4shp6s	reprint of Part I of Bridges’ text (Turin, 1967)		R. B. Burke, The Opus Majus of Roger Bacon, Philadelphia 1928, 419–582.		D. C. Lindberg in Grant, Source Book.	https://books.google.cz/books/about/A_Source_Book_in_Medieval_Science.html?id=fAPN_3w4hAUC&redir_esc=y											E. Wiedemann, “Roger Bacon und seine Verdienste um die Opuk”, in A. G. Little (ed.), Roger Bacon Essays, London 1914, 185–203; S. Vogl, “Roger Bacons Lehre von der sinnlichen Spezies und vom Sehvorgange”, in A. G. Little (ed.), Roger Bacon Essays, London 1914, 205–27; A. G. Little, “Roger Bacon’s Works”, in A. G. Little (ed.), Roger Bacon Essays, London 1914, 379,382–384; A. C. Crombie, Robert Grosseteste and the Origin of Experimental Science 1100–1700, Oxford 1953, 144–162; D.C. Lindberg, “Alhazen’s Theory of Vision and Its Reception in the West”, Isis 58 (1967), 330–341;  A. C. Crombie, “ The Mechanistic Hypothesis and the Scientific Study of Vision: Some Optical Ideas as a Background to the Invention of the Microscope”, in S. Bradbury - G. L. 'E. Turner (eds.), Historical Aspects of Microscopy, Cambridge 1967, 27–30.				https://manuscripts.catalogue.tcd.ie/CalmView/Record.aspx?src=CalmView.Catalog&id=IE+TCD+MS+381&pos=5			TRUE	53.3444, -6.2577	grid.8217.c	Q258464	1010756-3	Q171677	
163	Bacon, Roger		ca. 1214/20–1292	Perspectiva (Opus majus, Part V).	67/D	Tractatus perspective habens tres partes ...	Erfurt, Universitäts- und Forschungsbibliothek, MS Ampl. F.393	1r-22r	1r	22r		14th cent.	1386					Rogerii Bacconis Perspectiva, Ed. Combach (Frankfurt, 1614), 1–167.	https://archive.org/details/bub_gb_etV-nr4cJdEC	Opus maius ed. Jebb (London, 1783), pp. 256-357	https://library.si.edu/digital-library/book/fratrisrogeriba00baco	Opus maius (Venice, 1750)	https://books.google.cz/books/about/Fratris_Rogeri_Bacon_Opus_majus_ad_Cleme.html?id=1cTkEwh893EC&redir_esc=y	The Opus Majus of Roger Bacon, ed. John Henry Bridges (London, 1900), vol. 2, pp. 1-166	https://wellcomecollection.org/works/ey4shp6s	reprint of Part I of Bridges’ text (Turin, 1967)		R. B. Burke, The Opus Majus of Roger Bacon, Philadelphia 1928, 419–582.		D. C. Lindberg in Grant, Source Book.	https://books.google.cz/books/about/A_Source_Book_in_Medieval_Science.html?id=fAPN_3w4hAUC&redir_esc=y											E. Wiedemann, “Roger Bacon und seine Verdienste um die Opuk”, in A. G. Little (ed.), Roger Bacon Essays, London 1914, 185–203; S. Vogl, “Roger Bacons Lehre von der sinnlichen Spezies und vom Sehvorgange”, in A. G. Little (ed.), Roger Bacon Essays, London 1914, 205–27; A. G. Little, “Roger Bacon’s Works”, in A. G. Little (ed.), Roger Bacon Essays, London 1914, 379,382–384; A. C. Crombie, Robert Grosseteste and the Origin of Experimental Science 1100–1700, Oxford 1953, 144–162; D.C. Lindberg, “Alhazen’s Theory of Vision and Its Reception in the West”, Isis 58 (1967), 330–341;  A. C. Crombie, “ The Mechanistic Hypothesis and the Scientific Study of Vision: Some Optical Ideas as a Background to the Invention of the Microscope”, in S. Bradbury - G. L. 'E. Turner (eds.), Historical Aspects of Microscopy, Cambridge 1967, 27–30.		W. Schum, Beschreibendes Verzeichnis der Amplonianischen Handschriften-Sammlung zu Erfurt, Berlin 1887, 275-276.	http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0495_b0275_jpg.htm	https://dhb.thulb.uni-jena.de/receive/ufb_cbu_00024485	https://dhb.thulb.uni-jena.de/rsc/viewer/ufb_derivate_00017276/CA-2-00393_0007.tif		TRUE	50.989399, 11.008776	grid.32801.38	Q702524	5195314-6	Q171677	
176	Bacon, Roger		ca. 1214/20–1292	 De multiplicatione specierum (De generatione specierum / De radiis)	67/A	Species multiplicata in medio aliquando vocatur similitudo agentis...	Erfurt, Universitäts- und Forschungsbibliothek, MS Ampl. Q.234	115r-122v	115r	122v		14th cent.	1301-1350	Fragment				Fratris Rogeri Bacon, Ordinis Minorum, Opus Majus ad Clementum quartum, ed. Samuel Jebb (London, 1733), 358–445.	https://library.si.edu/digital-library/book/fratrisrogeriba00baco	Fratris Rogeri Bacon, Ordinis Minorum, Opus Majus ad Clementum quartum, ed. Samuel Jebb (Venice, 1750)	https://books.google.cz/books/about/Fratris_Rogeri_Bacon_Opus_majus_ad_Cleme.html?id=1cTkEwh893EC&redir_esc=y	The Opus Majus of Roger Bacon, ed. John Henry Bridges (London, 1900), vol. 2, pp. 405-552	https://wellcomecollection.org/works/ey4shp6s	D. C. Lindberg, in Grant, Source Book.	https://books.google.cz/books/about/A_Source_Book_in_Medieval_Science.html?id=fAPN_3w4hAUC&redir_esc=y																	S. Vogl, “Roger Bacons Lehre von der sinnlichen Spezies und vom Sehvorgange”, in A.G. Little (ed.), Roger Bacon Essays, London 1914, 205–227; A. G. Little, “Roger Bacon’s Works”, in A.G. Little (ed.), Roger Bacon Essays, London 1914, 386–388; D.C. Lindberg, “The Cause of Refraction in Medieval Optics”, British Journal for the History of Science 4 (1968–1969), 30–38; D.C. Lindberg, “Lines of Influenceof Therteenth-Century Optics: Bacon, Witelo, and Pecham”, Speculum 46 (1971), 67–72.	The manuscript tradition of De multiplicatione specerum is exceedingly confused, as the multiple incipit indicates. The Magdalene College (Cambridge), Erfurt, and Vienna MSS contain a fragment (incipit 5) that has sometimes been attributed to John Baconthorpe. The various families of manuscripts have been helpfully discussed by Little (ref. above).	W. Schum, Beschreibendes Verzeichnis der Amplonianischen Handschriften-Sammlung zu Erfurt, Berlin 1887, 493.	http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0495_b0493_jpg.htm	https://dhb.thulb.uni-jena.de/receive/ufb_cbu_00024153			TRUE	50.989399, 11.008776	grid.32801.38	Q702524	5195314-6	Q171677	
